--------------------------------------------------------------------------------
Marvellous Infosystems Process Logger : Sun Dec 18 22:14:54 2022
--------------------------------------------------------------------------------
3125
HP\hp-pc|2284|taskhostex.exe|22.015625
|2304|nvstreamsvc.exe|3.60546875
|2364|conhost.exe|0.87890625
|2376|SynTPEnhService.exe|0.79296875
|2540|nvstreamsvc.exe|3.3671875
|2548|conhost.exe|0.72265625
HP\hp-pc|2692|CptHost.exe|5.94921875
HP\hp-pc|2712|esif_assist.exe|1.04296875
HP\hp-pc|2740|ClientCore.exe|3.625
HP\hp-pc|2852|Zoom.exe|216.81640625
|2892|svchost.exe|4.03515625
|3016|IAStorDataMgrSvc.exe|26.41796875
HP\hp-pc|3024|redirector.exe|1.55859375
HP\hp-pc|3032|GoogleInputHandler.exe|5.421875
HP\hp-pc|3156|GoogleDriveFS.exe|30.26953125
HP\hp-pc|3180|crashpad_handler.exe|1.1328125
HP\hp-pc|3220|SynciosDeviceService.exe|4.83984375
|3372|EMON.EXE|7.5625
HP\hp-pc|3384|GoogleDriveFS.exe|12.4765625
HP\hp-pc|3544|iexplore.exe|12.265625
|3548|WmiPrvSE.exe|5.5078125
|3564|WUDFHost.exe|22.69140625
|3584|WmiPrvSE.exe|5.39453125
HP\hp-pc|3588|PROCES~2.EXE|8.265625
HP\hp-pc|3636|OPBHOBrokerDsktop.exe|2.22265625
|3800|GoogleCrashHandler.exe|1.328125
HP\hp-pc|3848|iexplore.exe|72.453125
|3868|svchost.exe|0.8671875
|3992|LMS.exe|3.703125
|3996|HPSupportSolutionsFrameworkService.exe|29.33984375
HP\hp-pc|4044|chrome.exe|28.33203125
HP\hp-pc|4236|CoolSense.exe|1.8828125
|4244|hpqwmiex.exe|1.56640625
HP\hp-pc|4248|YouCamService.exe|3.828125
HP\hp-pc|4388|concentr.exe|9.28125
HP\hp-pc|4400|chrome.exe|19.6796875
|4416|opvapp.exe|1.86328125
HP\hp-pc|4424|igfxEM.exe|3.2421875
HP\hp-pc|4496|igfxHK.exe|1.8828125
HP\hp-pc|4508|GoogleDriveFS.exe|24.7265625
HP\hp-pc|4520|nvtray.exe|3.2109375
HP\hp-pc|4632|SynTPHelper.exe|0.76953125
HP\hp-pc|4708|NvBackend.exe|8.9609375
HP\hp-pc|4760|HPMSGSVC.exe|1.49609375
HP\hp-pc|4800|jucheck.exe|3.73828125
|4924|SearchIndexer.exe|28.703125
HP\hp-pc|5004|OPBHOBroker.exe|2.1640625
HP\hp-pc|5192|jusched.exe|3.828125
HP\hp-pc|5276|androidnotifier.exe|1.22265625
HP\hp-pc|5372|AuthManSvr.exe|5.3984375
HP\hp-pc|5552|pycharm64.exe|1331.4921875
HP\hp-pc|5668|Receiver.exe|10.55078125
HP\hp-pc|5724|NPAV4.EXE|9.10546875
HP\hp-pc|5772|adb.exe|1.70703125
HP\hp-pc|6044|wfcrun32.exe|4.40234375
HP\hp-pc|6212|Zoom.exe|104.78515625
HP\hp-pc|6316|SettingSyncHost.exe|11.98828125
|6384|APCONSVC.EXE|8.0859375
HP\hp-pc|6428|crashpad_handler.exe|1.19140625
HP\hp-pc|6524|GoogleDriveFS.exe|11.4921875
|6556|ZVMonNt.exe|26.86328125
HP\hp-pc|6568|chrome.exe|101.76171875
HP\hp-pc|6688|GoogleDriveFS.exe|12.38671875
HP\hp-pc|6740|chrome.exe|1.8046875
HP\hp-pc|6776|GoogleDriveFS.exe|18.22265625
HP\hp-pc|6812|conhost.exe|1.07421875
HP\hp-pc|6884|unsecapp.exe|1.5078125
HP\hp-pc|6976|GoogleDriveFS.exe|29.953125
HP\hp-pc|7104|chrome.exe|31.1796875
HP\hp-pc|7216|conhost.exe|1.12109375
HP\hp-pc|7256|GZIP.EXE|0.85546875
|7328|taskhost.exe|12.78125
HP\hp-pc|7528|chrome.exe|15.28125
HP\hp-pc|7536|cmd.exe|1.55859375
HP\hp-pc|7612|NPDATABKP.EXE|2.76953125
HP\hp-pc|7616|chrome.exe|7.67578125
HP\hp-pc|7620|chrome.exe|24.109375
HP\hp-pc|7624|ZVMOUNT.EXE|2.4765625
HP\hp-pc|7784|chrome.exe|21.26171875
HP\hp-pc|7808|chrome.exe|42.99609375
|8040|audiodg.exe|30.484375
|8200|NPAVIDS.EXE|4.37109375
HP\hp-pc|8952|chrome.exe|28.6328125
HP\hp-pc|9116|chrome.exe|31.5859375
HP\hp-pc|9316|chrome.exe|13.1953125
HP\hp-pc|9900|fsnotifier.exe|0.38671875
HP\hp-pc|9912|conhost.exe|0.77734375
HP\hp-pc|10024|python.exe|136.01171875
